Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Japan,JPN,2014,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,19.3
Japan,JPN,2013,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,19.5
Japan,JPN,2012,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,19.7
Japan,JPN,2011,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,19.9
Japan,JPN,2010,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,20.1
Japan,JPN,2009,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,20.4
Japan,JPN,2008,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,20.6
Japan,JPN,2007,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,20.9
Japan,JPN,2006,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,21.1
Japan,JPN,2005,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,21.2
Japan,JPN,2004,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,21.3
Japan,JPN,2003,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,21.4
Japan,JPN,2002,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,21.4
Japan,JPN,2001,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,21.4
Japan,JPN,2000,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,21.3
Japan,JPN,2019,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,16.7
Japan,JPN,2018,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,16.5
Japan,JPN,2017,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,16.2
Japan,JPN,2016,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,16
Japan,JPN,2015,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.8
Japan,JPN,2014,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.7
Japan,JPN,2013,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.5
Japan,JPN,2012,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.4
Japan,JPN,2011,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.4
Japan,JPN,2010,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.3
Japan,JPN,2009,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.2
Japan,JPN,2008,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.2
Japan,JPN,2007,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.1
Japan,JPN,2006,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.1
Japan,JPN,2005,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15
Japan,JPN,2004,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,14.9
Japan,JPN,2003,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,14.9
Japan,JPN,2002,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,14.9
Japan,JPN,2001,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,14.9
Japan,JPN,2000,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,15.1
Japan,JPN,2019,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,18.9
Japan,JPN,2018,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,18.9
Japan,JPN,2017,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,19
Japan,JPN,2016,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,19
Japan,JPN,2015,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,19.1
Japan,JPN,2014,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,19.2
Japan,JPN,2013,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,19.4
Japan,JPN,2012,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,19.6
Japan,JPN,2011,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,19.8
Japan,JPN,2010,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,20
Japan,JPN,2009,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,20.2
Japan,JPN,2008,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,20.5
Japan,JPN,2007,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,20.8
Japan,JPN,2006,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,21
Japan,JPN,2005,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,21.1
Japan,JPN,2004,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,21.2
Japan,JPN,2003,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,21.3
Japan,JPN,2002,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,21.3
Japan,JPN,2001,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,21.3
Japan,JPN,2000,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,21.2
Japan,JPN,2019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.2966193961317
Japan,JPN,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,13.1540299447058
Japan,JPN,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,13.382204291544
Japan,JPN,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,12.2492072882793
Japan,JPN,2021,Number of infant deaths,SH.DTH.IMRT,1428
Japan,JPN,2020,Number of infant deaths,SH.DTH.IMRT,1490
Japan,JPN,2019,Number of infant deaths,SH.DTH.IMRT,1583
Japan,JPN,2018,Number of infant deaths,SH.DTH.IMRT,1698
Japan,JPN,2017,Number of infant deaths,SH.DTH.IMRT,1839
Japan,JPN,2016,Number of infant deaths,SH.DTH.IMRT,1984
Japan,JPN,2015,Number of infant deaths,SH.DTH.IMRT,2070
Japan,JPN,2014,Number of infant deaths,SH.DTH.IMRT,2160
Japan,JPN,2013,Number of infant deaths,SH.DTH.IMRT,2259
Japan,JPN,2012,Number of infant deaths,SH.DTH.IMRT,2347
Japan,JPN,2011,Number of infant deaths,SH.DTH.IMRT,2484
Japan,JPN,2010,Number of infant deaths,SH.DTH.IMRT,2578
Japan,JPN,2009,Number of infant deaths,SH.DTH.IMRT,2701
Japan,JPN,2008,Number of infant deaths,SH.DTH.IMRT,2818
Japan,JPN,2007,Number of infant deaths,SH.DTH.IMRT,2909
Japan,JPN,2006,Number of infant deaths,SH.DTH.IMRT,2973
Japan,JPN,2005,Number of infant deaths,SH.DTH.IMRT,3070
Japan,JPN,2004,Number of infant deaths,SH.DTH.IMRT,3217
Japan,JPN,2003,Number of infant deaths,SH.DTH.IMRT,3379
Japan,JPN,2002,Number of infant deaths,SH.DTH.IMRT,3564
Japan,JPN,2001,Number of infant deaths,SH.DTH.IMRT,3775
Japan,JPN,2000,Number of infant deaths,SH.DTH.IMRT,3950
Japan,JPN,1999,Number of infant deaths,SH.DTH.IMRT,4123
Japan,JPN,1998,Number of infant deaths,SH.DTH.IMRT,4361
Japan,JPN,1997,Number of infant deaths,SH.DTH.IMRT,4598
Japan,JPN,1996,Number of infant deaths,SH.DTH.IMRT,4803
Japan,JPN,1995,Number of infant deaths,SH.DTH.IMRT,5043
Japan,JPN,1994,Number of infant deaths,SH.DTH.IMRT,5214
Japan,JPN,1993,Number of infant deaths,SH.DTH.IMRT,5289
Japan,JPN,1992,Number of infant deaths,SH.DTH.IMRT,5449
Japan,JPN,1991,Number of infant deaths,SH.DTH.IMRT,5542
Japan,JPN,1990,Number of infant deaths,SH.DTH.IMRT,5687
Japan,JPN,1989,Number of infant deaths,SH.DTH.IMRT,6039
Japan,JPN,1988,Number of infant deaths,SH.DTH.IMRT,6439
Japan,JPN,1987,Number of infant deaths,SH.DTH.IMRT,6759
Japan,JPN,1986,Number of infant deaths,SH.DTH.IMRT,7247
Japan,JPN,1985,Number of infant deaths,SH.DTH.IMRT,7907
Japan,JPN,1984,Number of infant deaths,SH.DTH.IMRT,8522
Japan,JPN,1983,Number of infant deaths,SH.DTH.IMRT,9122
Japan,JPN,1982,Number of infant deaths,SH.DTH.IMRT,9795
Japan,JPN,1981,Number of infant deaths,SH.DTH.IMRT,10770
Japan,JPN,1980,Number of infant deaths,SH.DTH.IMRT,11955
Japan,JPN,1979,Number of infant deaths,SH.DTH.IMRT,13209
Japan,JPN,1978,Number of infant deaths,SH.DTH.IMRT,14567
Japan,JPN,1977,Number of infant deaths,SH.DTH.IMRT,16077
Japan,JPN,1976,Number of infant deaths,SH.DTH.IMRT,17900
Japan,JPN,1975,Number of infant deaths,SH.DTH.IMRT,20078
Japan,JPN,1974,Number of infant deaths,SH.DTH.IMRT,22268
Japan,JPN,1973,Number of infant deaths,SH.DTH.IMRT,23616
Japan,JPN,1972,Number of infant deaths,SH.DTH.IMRT,24292
Japan,JPN,1971,Number of infant deaths,SH.DTH.IMRT,24980
Japan,JPN,1970,Number of infant deaths,SH.DTH.IMRT,25716
Japan,JPN,1969,Number of infant deaths,SH.DTH.IMRT,26862
Japan,JPN,1968,Number of infant deaths,SH.DTH.IMRT,28951
Japan,JPN,1967,Number of infant deaths,SH.DTH.IMRT,27493
Japan,JPN,1966,Number of infant deaths,SH.DTH.IMRT,28868
Japan,JPN,1965,Number of infant deaths,SH.DTH.IMRT,34819
Japan,JPN,1964,Number of infant deaths,SH.DTH.IMRT,36688
Japan,JPN,1963,Number of infant deaths,SH.DTH.IMRT,39197
Japan,JPN,1962,Number of infant deaths,SH.DTH.IMRT,42230
Japan,JPN,1961,Number of infant deaths,SH.DTH.IMRT,45982
Japan,JPN,1960,Number of infant deaths,SH.DTH.IMRT,50304
Japan,JPN,2019,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.91285957647839
Japan,JPN,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.27661045185498
Japan,JPN,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.33984440942013
Japan,JPN,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.93384249071784
Japan,JPN,2021,Number of under-five deaths,SH.DTH.MORT,1930
Japan,JPN,2020,Number of under-five deaths,SH.DTH.MORT,2045
Japan,JPN,2019,Number of under-five deaths,SH.DTH.MORT,2193
Japan,JPN,2018,Number of under-five deaths,SH.DTH.MORT,2360
Japan,JPN,2017,Number of under-five deaths,SH.DTH.MORT,2547
Japan,JPN,2016,Number of under-five deaths,SH.DTH.MORT,2731
Japan,JPN,2015,Number of under-five deaths,SH.DTH.MORT,2854
Japan,JPN,2014,Number of under-five deaths,SH.DTH.MORT,2981
Japan,JPN,2013,Number of under-five deaths,SH.DTH.MORT,3116
Japan,JPN,2012,Number of under-five deaths,SH.DTH.MORT,3240
Japan,JPN,2011,Number of under-five deaths,SH.DTH.MORT,3504
Japan,JPN,2010,Number of under-five deaths,SH.DTH.MORT,3534
Japan,JPN,2009,Number of under-five deaths,SH.DTH.MORT,3685
Japan,JPN,2008,Number of under-five deaths,SH.DTH.MORT,3833
Japan,JPN,2007,Number of under-five deaths,SH.DTH.MORT,3962
Japan,JPN,2006,Number of under-five deaths,SH.DTH.MORT,4073
Japan,JPN,2005,Number of under-five deaths,SH.DTH.MORT,4227
Japan,JPN,2004,Number of under-five deaths,SH.DTH.MORT,4432
Japan,JPN,2003,Number of under-five deaths,SH.DTH.MORT,4652
Japan,JPN,2002,Number of under-five deaths,SH.DTH.MORT,4901
Japan,JPN,2001,Number of under-five deaths,SH.DTH.MORT,5181
Japan,JPN,2000,Number of under-five deaths,SH.DTH.MORT,5433
Japan,JPN,1999,Number of under-five deaths,SH.DTH.MORT,5697
Japan,JPN,1998,Number of under-five deaths,SH.DTH.MORT,6028
Japan,JPN,1997,Number of under-five deaths,SH.DTH.MORT,6352
Japan,JPN,1996,Number of under-five deaths,SH.DTH.MORT,6646
Japan,JPN,1995,Number of under-five deaths,SH.DTH.MORT,6965
Japan,JPN,1994,Number of under-five deaths,SH.DTH.MORT,7205
Japan,JPN,1993,Number of under-five deaths,SH.DTH.MORT,7362
Japan,JPN,1992,Number of under-five deaths,SH.DTH.MORT,7610
Japan,JPN,1991,Number of under-five deaths,SH.DTH.MORT,7789
Japan,JPN,1990,Number of under-five deaths,SH.DTH.MORT,8030
Japan,JPN,1989,Number of under-five deaths,SH.DTH.MORT,8486
Japan,JPN,1988,Number of under-five deaths,SH.DTH.MORT,8993
Japan,JPN,1987,Number of under-five deaths,SH.DTH.MORT,9436
Japan,JPN,1986,Number of under-five deaths,SH.DTH.MORT,10059
Japan,JPN,1985,Number of under-five deaths,SH.DTH.MORT,10877
Japan,JPN,1984,Number of under-five deaths,SH.DTH.MORT,11698
Japan,JPN,1983,Number of under-five deaths,SH.DTH.MORT,12555
Japan,JPN,1982,Number of under-five deaths,SH.DTH.MORT,13541
Japan,JPN,1981,Number of under-five deaths,SH.DTH.MORT,14867
Japan,JPN,1980,Number of under-five deaths,SH.DTH.MORT,16448
Japan,JPN,1979,Number of under-five deaths,SH.DTH.MORT,18159
Japan,JPN,1978,Number of under-five deaths,SH.DTH.MORT,20030
Japan,JPN,1977,Number of under-five deaths,SH.DTH.MORT,22051
Japan,JPN,1976,Number of under-five deaths,SH.DTH.MORT,24313
Japan,JPN,1975,Number of under-five deaths,SH.DTH.MORT,26815
Japan,JPN,1974,Number of under-five deaths,SH.DTH.MORT,29201
Japan,JPN,1973,Number of under-five deaths,SH.DTH.MORT,30688
Japan,JPN,1972,Number of under-five deaths,SH.DTH.MORT,31555
Japan,JPN,1971,Number of under-five deaths,SH.DTH.MORT,32266
Japan,JPN,1970,Number of under-five deaths,SH.DTH.MORT,33021
Japan,JPN,1969,Number of under-five deaths,SH.DTH.MORT,34417
Japan,JPN,1968,Number of under-five deaths,SH.DTH.MORT,36696
Japan,JPN,1967,Number of under-five deaths,SH.DTH.MORT,35691
Japan,JPN,1966,Number of under-five deaths,SH.DTH.MORT,37648
Japan,JPN,1965,Number of under-five deaths,SH.DTH.MORT,44072
Japan,JPN,1964,Number of under-five deaths,SH.DTH.MORT,46667
Japan,JPN,1963,Number of under-five deaths,SH.DTH.MORT,50184
Japan,JPN,1962,Number of under-five deaths,SH.DTH.MORT,54437
Japan,JPN,1961,Number of under-five deaths,SH.DTH.MORT,59642
Japan,JPN,1960,Number of under-five deaths,SH.DTH.MORT,65801
Japan,JPN,2019,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,84.7905248056048
Japan,JPN,2015,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,81.5693594983226
Japan,JPN,2010,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,80.277952877026
Japan,JPN,2000,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,79.8169503103041
Japan,JPN,2021,Number of neonatal deaths,SH.DTH.NMRT,667
Japan,JPN,2020,Number of neonatal deaths,SH.DTH.NMRT,692
Japan,JPN,2019,Number of neonatal deaths,SH.DTH.NMRT,716
Japan,JPN,2018,Number of neonatal deaths,SH.DTH.NMRT,770
Japan,JPN,2017,Number of neonatal deaths,SH.DTH.NMRT,814
Japan,JPN,2016,Number of neonatal deaths,SH.DTH.NMRT,896
Japan,JPN,2015,Number of neonatal deaths,SH.DTH.NMRT,942
Japan,JPN,2014,Number of neonatal deaths,SH.DTH.NMRT,973
Japan,JPN,2013,Number of neonatal deaths,SH.DTH.NMRT,1027
Japan,JPN,2012,Number of neonatal deaths,SH.DTH.NMRT,1070
Japan,JPN,2011,Number of neonatal deaths,SH.DTH.NMRT,1126
Japan,JPN,2010,Number of neonatal deaths,SH.DTH.NMRT,1200
Japan,JPN,2009,Number of neonatal deaths,SH.DTH.NMRT,1275
Japan,JPN,2008,Number of neonatal deaths,SH.DTH.NMRT,1370
Japan,JPN,2007,Number of neonatal deaths,SH.DTH.NMRT,1443
Japan,JPN,2006,Number of neonatal deaths,SH.DTH.NMRT,1512
Japan,JPN,2005,Number of neonatal deaths,SH.DTH.NMRT,1563
Japan,JPN,2004,Number of neonatal deaths,SH.DTH.NMRT,1695
Japan,JPN,2003,Number of neonatal deaths,SH.DTH.NMRT,1819
Japan,JPN,2002,Number of neonatal deaths,SH.DTH.NMRT,1955
Japan,JPN,2001,Number of neonatal deaths,SH.DTH.NMRT,2042
Japan,JPN,2000,Number of neonatal deaths,SH.DTH.NMRT,2146
Japan,JPN,1999,Number of neonatal deaths,SH.DTH.NMRT,2171
Japan,JPN,1998,Number of neonatal deaths,SH.DTH.NMRT,2295
Japan,JPN,1997,Number of neonatal deaths,SH.DTH.NMRT,2398
Japan,JPN,1996,Number of neonatal deaths,SH.DTH.NMRT,2537
Japan,JPN,1995,Number of neonatal deaths,SH.DTH.NMRT,2616
Japan,JPN,1994,Number of neonatal deaths,SH.DTH.NMRT,2805
Japan,JPN,1993,Number of neonatal deaths,SH.DTH.NMRT,2815
Japan,JPN,1992,Number of neonatal deaths,SH.DTH.NMRT,2936
Japan,JPN,1991,Number of neonatal deaths,SH.DTH.NMRT,3051
Japan,JPN,1990,Number of neonatal deaths,SH.DTH.NMRT,3127
Japan,JPN,1989,Number of neonatal deaths,SH.DTH.NMRT,3337
Japan,JPN,1988,Number of neonatal deaths,SH.DTH.NMRT,3678
Japan,JPN,1987,Number of neonatal deaths,SH.DTH.NMRT,3976
Japan,JPN,1986,Number of neonatal deaths,SH.DTH.NMRT,4280
Japan,JPN,1985,Number of neonatal deaths,SH.DTH.NMRT,4829
Japan,JPN,1984,Number of neonatal deaths,SH.DTH.NMRT,5349
Japan,JPN,1983,Number of neonatal deaths,SH.DTH.NMRT,5845
Japan,JPN,1982,Number of neonatal deaths,SH.DTH.NMRT,6335
Japan,JPN,1981,Number of neonatal deaths,SH.DTH.NMRT,6921
Japan,JPN,1980,Number of neonatal deaths,SH.DTH.NMRT,7841
Japan,JPN,1979,Number of neonatal deaths,SH.DTH.NMRT,8764
Japan,JPN,1978,Number of neonatal deaths,SH.DTH.NMRT,9859
Japan,JPN,1977,Number of neonatal deaths,SH.DTH.NMRT,10861
Japan,JPN,1976,Number of neonatal deaths,SH.DTH.NMRT,11965
Japan,JPN,1975,Number of neonatal deaths,SH.DTH.NMRT,13156
Japan,JPN,1974,Number of neonatal deaths,SH.DTH.NMRT,14618
Japan,JPN,1973,Number of neonatal deaths,SH.DTH.NMRT,15798
Japan,JPN,1972,Number of neonatal deaths,SH.DTH.NMRT,16164
Japan,JPN,1971,Number of neonatal deaths,SH.DTH.NMRT,16562
Japan,JPN,1970,Number of neonatal deaths,SH.DTH.NMRT,16966
Japan,JPN,1969,Number of neonatal deaths,SH.DTH.NMRT,17415
Japan,JPN,2021,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,9.9
Japan,JPN,2020,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,10.3
Japan,JPN,2019,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,10.7
Japan,JPN,2018,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,11.1
Japan,JPN,2017,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,11.5
Japan,JPN,2016,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,11.8
Japan,JPN,2015,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,12.1
Japan,JPN,2014,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,12.4
Japan,JPN,2013,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,12.7
Japan,JPN,2012,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,13.1
Japan,JPN,2011,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,13.4
Japan,JPN,2010,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,13.9
Japan,JPN,2009,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,14.3
Japan,JPN,2008,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,14.9
Japan,JPN,2007,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,15.5
Japan,JPN,2006,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,16.2
Japan,JPN,2005,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,17.1
Japan,JPN,2004,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,18.1
Japan,JPN,2003,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,19.4
Japan,JPN,2002,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,20.8
Japan,JPN,2001,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,22.5
Japan,JPN,2000,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,24.3
Japan,JPN,1999,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,26.4
Japan,JPN,1998,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,28.7
Japan,JPN,1997,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,31.4
Japan,JPN,1996,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,34.1
Japan,JPN,1995,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,37.1
Japan,JPN,1994,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,40.4
Japan,JPN,1993,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,43.2
Japan,JPN,1992,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,44.7
Japan,JPN,1991,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,33.4
Japan,JPN,1990,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,24.6
Japan,JPN,2021,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.3
Japan,JPN,2020,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.4
Japan,JPN,2019,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.5
Japan,JPN,2018,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.5
Japan,JPN,2017,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.6
Japan,JPN,2016,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.7
Japan,JPN,2015,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.8
Japan,JPN,2014,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.8
Japan,JPN,2013,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.9
Japan,JPN,2012,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3
Japan,JPN,2011,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.2
Japan,JPN,2010,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.2
